Column,business_id,name,neighborhood,address,postal_code,latitude,longitude,stars,review_count,categories
56430,VUOMSsBfoBxx_PP81INt8g,Pin Up,The Strip,2000 Las Vegas Blvd,89104,36.1474,-115.15536499999999,3.5,123,Music Venues;Arts & Entertainment;Nightlife
56438,MD4Pa7A3EyQDwscwCQqnmQ,"Rubio's",Southeast,7400 S Las Vegas Blvd,89123,36.0524,-115.16902069999999,3,13,Caterers;Restaurants;Event Planning & Services;Salad;Mexican;Seafood
56470,24ie-7u1ICsX-m1Y_PMy4g,Smoke Shop N Cigars,,4985 W Tropicana Ave,89103,36.0993,-115.208854,3.5,7,Shopping;Tobacco Shops
56483,jgC4ktSSEEsFT6AmekbvsQ,SC Prime Steakhouse & Bar,Westside,9090 Alta Dr,89145,36.1691,-115.29130320000002,4,74,Seafood;Restaurants;Steakhouses;Nightlife;Bars
56491,W3lNhedqCDfjS48UBu-FbA,Jayrua Glam Hair Salon,Spring Valley,4555 S Fort Apache Rd,89147,36.1063,-115.29796539899999,4.5,178,Hair Stylists;Hair Extensions;Hair Salons;Blow Dry/Out Services;Beauty & Spas
56503,4AgpYGnU6CigknzmMDqlaA,JFK Exhibit,The Strip,3801 S Las Vegas Blvd,89109,36.0994,-115.17102849999999,1,5,Arts & Entertainment;Educational Services;Education;Cultural Center
56508,pJ6pOYmvEvXdWx-HZ0Gemg,Destinations Oakey,Westside,3900 W Oakey Blvd,89102,36.1531,-115.19271699999999,2.5,3,Retirement Homes;Health & Medical;Assisted Living Facilities
56510,1CP8aJa8ILlfM5deroar0Q,Wingstop,,5045 W Tropicana Ave,89103,36.1003,-115.2098938,3,135,American (New);Restaurants;Chicken Wings
56529,vUXvhYrFOOACMq9q7Ks3tQ,Vegas 808,Downtown,12 E Ogden Ave,89101,36.173,-115.14470949999999,4,31,Specialty Food;Ethnic Food;Convenience Stores;Food
56542,pbeRNz7IU9rBqDOJcJf6LQ,La Palapa,,1515 N Eastern Ave,89101,36.1872,-115.11667479999998,4,35,Restaurants;Mexican
56552,CiAZtA0C8AYcPdaaKt816A,"Carl's Jr.",Eastside,2380 E Flamingo Rd,89119,36.115,-115.11964109999998,3,25,Fast Food;Restaurants
56561,mz4FxuCQLhzQsh3fPnK6JQ,Southern Highlands Cyclery,Southwest,10550 Southern Highlands Pkwy,89141,35.9974,-115.205787659,4.5,9,Local Services;Sporting Goods;Shopping;Bikes;Bike Repair/Maintenance
56579,PZYH1dZMPtKQFgk2ADm1yA,CC Sees Your Guiding Light,Westside,101 S Rainbow Blvd,89145,36.1722,-115.2429831,4.5,60,Arts & Entertainment;Spiritual Shop;Gift Shops;Health & Medical;Shopping;Reiki;Supernatural Readings;Flowers & Gifts
56614,eLvQ_LmsvPQ3NYvBwjS1HA,Bank of America,Eastside,3430 E Tropicana Ave,89121,36.101,-115.0999655,1.5,12,Real Estate;Financial Services;Home Services;Mortgage Brokers;Banks & Credit Unions
56630,YFaosOwjkau0o4cE826a7A,Remnant Ministries,Southeast,325 E Windmill Ln,89123,36.0418,-115.15819599999999,4,4,Recording & Rehearsal Studios;Local Services
56639,ckW5ObQuCeQ8tJ7ZZKvvpw,Best Little Hair House in Vegas,Westside,450 S Buffalo Dr,89145,36.1673,-115.25920430000001,4.5,24,"Hair Salons;Hair Extensions;Nail Salons;Beauty & Spas;Men's Hair Salons;Bridal;Day Spas;Shopping;Blow Dry/Out Services;Makeup Artists;Hair Stylists"
56662,77KuSFMOXqRGqcV9NJjzDA,Dirty South,Northwest,5081 N Rainbow Blvd,89130,36.2545,-115.242815,2,7,Restaurants;Southern;Ethnic Food;Food;Soul Food;Specialty Food
56678,ABtCLFoIEH26T2Ij-FQjag,"Roly's Bakery",Southeast,1083 E Tropicana Ave,89119,36.1003,-115.1395558,3.5,47,Food;Sandwiches;Restaurants;Cuban;Bakeries
56739,rcn2JoLFQhMZeDHfOZiw2w,"Bono's",Southeast,310 E Warm Springs Rd,89119,36.0577,-115.15832240000002,3.5,15,Hot Dogs;Sandwiches;Greek;Restaurants
56754,k-3nsmnnq4cnUutgOVEjaQ,Pizzarelli,Sunrise,1288 S Nellis Blvd,89104,36.1574,-115.0620928,3,4,Restaurants;Pizza;Cheesesteaks;Chicken Wings
56766,mZZpoSSg9-PteV7EV-Keqg,Chamango,Westside,4750 W Sahara Ave,89102,36.1459,-115.20638999999998,4,28,Food;Mexican;Shaved Ice;Specialty Food;Juice Bars & Smoothies;Ice Cream & Frozen Yogurt;Restaurants
56769,PCtGx09uk5MVTDaxyy1LgQ,Aloha Dental,Spring Valley,3955 S Durango Dr,89147,36.1187,-115.27937040000002,4.5,45,Cosmetic Dentists;Health & Medical;Oral Surgeons;General Dentistry;Dentists
56794,J2LJ1IuLOj_BYyP8lUa7iA,Las Vegas Chinatown,Chinatown,4255 Spring Mountain Rd,89102,36.1258,-115.196997,4,5,Restaurants;Chinese
56826,m8vYdMqANt1fKA0N9zKrkQ,Souper Salad,,2051 N Rainbow Blvd,89108,36.1988,-115.24351159999999,2.5,13,American (Traditional);Restaurants
56854,F-g0QH4IvrFtJUVRzDtzCA,"PT's",Southeast,1383 E Silverado Ranch Blvd,89123,36.0128,-115.13378125,3,22,Pubs;Restaurants;American (New);Sports Bars;Nightlife;Bars
56857,38O-fpmF0qFwYBgymUVrow,John R Hummel Elementary,Southeast,9800 Placid St,89183,36.011,-115.1582618,3,3,Education;Elementary Schools
56933,tRI9kZdfW5z43P7C7zFhnQ,Sound Fusion Entertainment,Westside,3111 S Valley View Blvd,89109,36.1324,-115.19165490000002,5,7,Wedding Planning;Event Planning & Services;DJs;Party & Event Planning
56965,lANmFIcxd3e9qpEr7wQOow,Nail Care,,2300 N Rainbow Blvd,89108,36.202,-115.24176659999999,2,28,Hair Removal;Nail Salons;Beauty & Spas;Waxing
57001,HlXyUfPml-SXsZC1RmZszg,Southern Nevada Zoological and Botanical Park,,1775 N Rancho Dr,89106,36.192,-115.189949,2.5,20,Zoos;Active Life
57009,cjlYcqxyqRBe_w3OgasPAw,"Jimmy John's",Westside,2950 S Durango Dr,89117,36.1355,-115.27845400000001,3.5,61,Sandwiches;Restaurants
57021,0pNrC_WIwIovObNfq5JOPQ,Carlos Munoz - State Farm Insurance Agent,Spring Valley,4045 S Buffalo Dr,89147,36.1154,-115.2626207,5,5,Home & Rental Insurance;Auto Insurance;Insurance;Financial Services
57023,8menaxER6kxM_Lyi5tBmSA,Subway,The Strip,3355 Las Vegas Blvd,89109,36.1212,-115.168664386,1.5,5,Restaurants;Sandwiches
57024,wEylWCEFDDIDDFuoofgdDw,Le Boulevard at Paris,The Strip,3645 S Las Vegas Blvd,89109,36.1143,-115.1709763,3.5,14,Shopping
57027,t7Zsr25NK1NlXbS_2CYc1Q,"Fazoli's 5268",Spring Valley,5260 S Fort Apache Rd,89148,36.0936,-115.29663799999999,3,12,Restaurants;Italian
57031,OQcvO5P3gH0cuJ-bPXwfQQ,Mi Pueblo Taco Shop,,1920 N Decatur Blvd,89108,36.1947,-115.205170581,4.5,81,Restaurants;Mexican
57040,E9HkUYYO_-5vKjvBwLuDIw,Ohlala French Bistro,Summerlin,2120 N Rampart Blvd,89128,36.1987,-115.28283190000002,4.5,116,French;Restaurants
57041,vJjAUXYVCNHycBy0MofyoA,Three Dog Bakery,Summerlin,2110 N Rampart Blvd,89128,36.1981,-115.2825097,4.5,51,Pets;Pet Stores;Pet Services
57044,qOgbq3EO8X7NaETWA1Tcmg,"UNLV Runnin' Rebels",University,4505 S Maryland Pkwy,89154,36.1058,-115.1384051,4,4,Professional Sports Teams;Arts & Entertainment
57077,quD839G-_0HIwAIE0knV6g,Dollar,Southeast,5757 Wayne Newton Blvd,89119,36.0838,-115.148385,1.5,78,Hotels & Travel;Car Rental
57124,px2l_fl2_LlVthj50T7o2g,"China Joe's",Southeast,7231 S Eastern Ave,89119,36.0588,-115.1199915,2.5,52,Restaurants;Chinese
57138,kHDAbVyZ8qipk46lI8O4-Q,Shoe Dept Encore,Westside,4300 Meadows Ln,89107,36.1723,-115.1963237,4.5,4,Local Services;Accessories;Shoe Repair;Shopping;Shoe Stores;Fashion
57139,Z5OoLZ_gKDHZGKs6gtR28w,Panda Express,Westside,1980 S Rainbow Blvd,89146,36.15,-115.24278500000001,3.5,29,Fast Food;Restaurants;Chinese
57156,g09JKIafCMkoyZQ-YHpstw,Ballstaedt Law Firm,Westside,8751 W Charleston Blvd,89117,36.1576,-115.28613200000001,5,9,Lawyers;Bankruptcy Law;Professional Services
57170,ZTCKRVCjdcb2eS_-260O2A,"China Joe's",Westside,3886 W Sahara Ave,89102,36.1452,-115.19259309999998,3,6,Chinese;Restaurants
57184,QtExrfP_dW-Yhs56h_NZNw,Short Line Express Market,Southwest,7325 S Jones Blvd,89139,36.056,-115.22581059999999,3,8,Convenience Stores;Food
57189,RXkpc392O6FksTOrBy-MzA,AT&T Authorized Retailer,Chinatown,7017 Spring Mountain Rd,89117,36.1253,-115.24623670000001,3,17,Home Services;Security Systems;Electronics;Mobile Phones;Internet Service Providers;Shopping;Professional Services
57216,qj4KHXGgwyutHpvWRLI87g,7-Eleven,,6885 W Flamingo Rd,89103,36.1141,-115.242008194,3,5,Convenience Stores;Food
57237,U3Nkc5DkKNRpBrHmwf4qRA,Outback Steakhouse,Eastside,4141 S Pecos Rd,89121,36.114,-115.10140770000001,3,11,Restaurants;Steakhouses
57244,FmBHDfb-ZKzLDxQBQXGMfw,Anchor Chiropractic,Spring Valley,5135 S Fort Apache Rd,89148,36.0952,-115.29822959999998,5,12,Chiropractors;Health & Medical
57257,SaqOYtfaZEbonXkOyKUtqQ,Fashion 4 Change,Westside,8320 W Sahara Ave,89117,36.1448,-115.2730368,4.5,6,"Shopping;Fashion;Women's Clothing;Used;Vintage & Consignment"
57272,uXCslE8bfr4VLc2Sgf0GoA,Redrock Wealth Management,Spring Valley,9484 W Flamingo Rd,89147,36.1158,-115.2987814,5,10,Financial Services;Financial Advising
57276,fxqdFwPIifcO6QwZhzGGAw,The Brow Boutique,Downtown,241 W Charleston Blvd,89102,36.1586,-115.15793190000001,4.5,7,Waxing;Hair Removal;Eyebrow Services;Makeup Artists;Beauty & Spas
57278,bIkFvvNaJEF3Io50VPQueg,Big Dragon Chinese Cuisine,Spring Valley,4145 S Grand Canyon Dr,89147,36.1148,-115.3073313,3,9,Chinese;Kosher;Restaurants
57279,kYisQyK7WvOdo7F86n9OBA,Brian Poole Infinite Massage,Spring Valley,4455 S Buffalo Dr,89147,36.0997,-115.2610966,5,5,Health & Medical;Massage;Beauty & Spas;Reiki
57299,sNCVfhG0V3JoCGcKynESrg,Best Billiards,Eastside,3740 E Flamingo Rd,89121,36.1154,-115.09369,4,11,Italian;Nightlife;Restaurants;Pool Halls
57300,0c6PQILCLwRZ8FIB4AEsGw,China One - West Charleston,Summerlin,11710 W Charleston Blvd,89135,36.1594,-115.35067787700001,3.5,107,Restaurants;Chinese
57308,ygW1BY7co1ioTKmeWzJt-Q,"Roberto's Taco Shop",,3085 N Rainbow Blvd,89108,36.2166,-115.24236540000001,4,5,Mexican;Fast Food;Restaurants
57330,Pkqz6AMOdWVqptd8yxjnZA,Talulah G,South Summerlin,10950 W Charleston Blvd,89135,36.1575,-115.3315695,3.5,3,"Shopping;Shoe Stores;Fashion;Women's Clothing"
57349,biO36WmPGyweIPlWEE24qg,Marxman Precision Arms,,5580 S Decatur Blvd,89118,36.0886,-115.20741670000001,4,8,Guns & Ammo;Shopping
57353,2Mp53KxlGeZJkodTuqpVow,Project Pie - MGM,The Strip,3799 S Las Vegas Blvd,89109,36.1023,-115.169228,4.5,383,Gluten-Free;Salad;Pizza;Do-It-Yourself Food;Food;Restaurants
57364,9zvglUorc3YOpN3SyJQKZw,Tropical Smoothie,Spring Valley,10140 W Tropicana Ave,89147,36.1005,-115.31432120000001,2.5,30,Food;Juice Bars & Smoothies;Fast Food;Restaurants
57384,muuf0ioEeXr1VoHv3LGpXQ,City National Arena,South Summerlin,1550 S Pavilion Center Dr,89135,36.1542,-115.32976869999999,4.5,7,Arts & Entertainment;Stadiums & Arenas
57406,Gyrez6K8f1AyR7dzW9fvAw,Casanova,The Strip,3377 S Las Vegas Blvd,89109,36.1216,-115.16866385899999,3.5,430,Mediterranean;Restaurants;Italian;Tapas Bars
57422,q3yPh7Fb-f0jDAhUxEDjxw,Centaur Art Galleries,The Strip,3200 Las Vegas Blvd,89109,36.1277,-115.17441470000001,3,8,Art Galleries;Shopping;Arts & Entertainment
57426,XPgsr4T9M8AYR5KyMWztbg,Diversity Tattoo,Spring Valley,6910 S Rainbow Blvd,89118,36.0628,-115.2414949,1.5,6,Beauty & Spas;Tattoo
57449,ZJrOqC3QbKsPpZj0ggXi7A,Strings by Judith,,4970 Arville St,89118,36.0993,-115.1987794,4,4,Arts & Crafts;Shopping;Costumes
57450,m5nmkLQ_W_dEm6tazNXCOg,Phantastic Dental Care,Chinatown,3625 S Rainbow Blvd,89103,36.1231,-115.24630649999999,3,10,Health & Medical;General Dentistry;Dentists
57474,exT4fGjCD4g0aduGU7UX0w,Commercial Center District,Downtown,953 E Sahara Ave,89109,36.1437,-115.1409598,3.5,4,Shopping Centers;Shopping
57497,mnqJVQhLcPHtpVx_6kbJuw,Las Vegas Custom Cakes,Westside,5243 W Charleston Blvd,89146,36.1582,-115.21314,4.5,114,Desserts;Coffee & Tea;Bakeries;Custom Cakes;Food;Cupcakes
57515,M5XxECeXYi6DkgrxkRweVw,World Nails,Westside,8450 W Sahara Ave,89117,36.1445,-115.2757054,4,49,Beauty & Spas;Nail Salons
57519,qh5dTNXritViyuqd_Ao6jg,Hillcrest Dental,Northwest,3350 Novat St,89129,36.2211,-115.3285773,4.5,55,Pediatric Dentists;Health & Medical;Dentists;Cosmetic Dentists;General Dentistry;Oral Surgeons
57538,LanpqeFxavytCfrQq3-CPQ,Hotties Haircuts Salon,Southeast,9555 S Eastern Ave,89123,36.0161,-115.11951509999999,4.5,58,Hair Salons;Tanning;Beauty & Spas
57544,u0pJViXlgOwDX_gqDlgtsA,MAC Cosmetics,The Strip,3200 Las Vegas Blvd,89109,36.1272,-115.17155120000001,4,35,Beauty & Spas;Shopping;Makeup Artists;Cosmetics & Beauty Supply
57545,LnEaDZms5NfvZHLnvamgyA,The Piano Bar,The Strip,3475 S Las Vegas Blvd,89109,36.1193,-115.17177020000001,3.5,163,Nightlife;Bars;Piano Bars
57573,BSbKXrd41LiCmZ_fEMwrOw,Fix8 Fitness Cafe,Eastside,3650 E Flamingo Rd,89121,36.1158,-115.09545700000001,4.5,5,American (New);Restaurants
57598,87YsVbCN_kfzheY79Fzjkg,Pastry Palace,Westside,4523 W Sahara Ave,89102,36.1436,-115.20215929999999,4,177,Custom Cakes;Food;Cupcakes;Desserts;Bakeries
57599,QRiD5K1s91_zuWyAEvKwig,Baked With Love Bakery,,2067 N Jones Blvd,89108,36.1968,-115.22380249999999,4,4,Food;Bakeries
57605,QaDueHsxTFAhS1J9ATH4mQ,Body Fit,Southwest,7375 S Durango Dr,89113,36.0543,-115.2794196,5,3,Trainers;Fitness & Instruction;Weight Loss Centers;Professional Services;Life Coach;Active Life;Gyms;Health & Medical
57628,eWCZNNl9kYmrQqSNeikvng,Wild Orchids Florist & Event Co,,3981 E Sunset Rd,89120,36.0707,-115.08829569999999,2.5,9,Flowers & Gifts;Shopping;Florists
57636,SQ8Tkavc4TJj-2kanEDzLg,Red Rock Pizza,Summerlin,8455 W Lake Mead Blvd,89128,36.1979,-115.28049027700001,3.5,148,Chicken Wings;Italian;Restaurants;Pizza
57637,v7UXz6pBqfHaye0JOOmsMA,Park Avenue Cleaners & Shoe Repair,,7210 W Lake Mead Blvd,89128,36.1968,-115.24919809999999,3,4,Local Services;Shoe Repair
57661,14Ibb_bJSUe2BGfhckOc1Q,Shella Nails And Spa,Spring Valley,8680 W Warm Springs Rd,89148,36.0561,-115.2812973,4,11,Hair Salons;Beauty & Spas;Nail Salons;Hair Extensions
57673,YPTR9EI2w75WeuCnS_JJXw,Grand Bazaar Shops,The Strip,3635 S Las Vegas Blvd,89109,36.1141,-115.17198909999998,3,32,Wholesalers;Bars;Shopping;Shopping Centers;Restaurants;Nightlife;Professional Services;Pubs
57711,FykLjv4tIq618q8F2pvTKg,Krazy Buffet,Northwest,3131 N Rainbow Blvd,89108,36.2174,-115.24270359999998,3,174,Restaurants;Chicken Wings;Chinese;Buffets
57738,thlwmEBb1vzuoGOPU18FZA,Mr Cleaners,Spring Valley,5455 S Fort Apache Rd,89148,36.0897,-115.2979213,3,9,Dry Cleaning & Laundry;Laundry Services;Local Services
57741,E4TKTezixp5Ic4GyGmDFDw,Come & See Shoe Repair & Alterations,Southeast,1131 E Tropicana Ave,89119,36.1001,-115.13841310000001,4,4,Local Services;Shoe Repair
57745,83C5ysOCnmNGB_fDsVdr9Q,Brothers Italian Bistro,Centennial,6050 Sky Pointe Dr,89130,36.2715,-115.2605999,2.5,33,Italian;Pizza;Restaurants;Burgers
57771,rAb7Cpp4ArIPOJvXDIdgkw,Accident Rehabilitation Centers,Spring Valley,9484 W Flamingo Rd,89147,36.1158,-115.2987814,5,5,Health & Medical;Chiropractors
57783,y3zcQ1nV9H_nk3lEGD_f0A,Antiquities of Nevada - The Forum Shops at Caesars,The Strip,3500 S Las Vegas Blvd,89109,36.1173,-115.1763623,3.5,15,Antiques;Shopping;Art Galleries;Nightlife;Personal Shopping;Music Venues;Arts & Entertainment
57801,4tWF2w6jP2LNK2xTVNEMFw,"Garduno's of Mexico",,2400 N Rancho Dr,89130,36.2016,-115.19519240000001,3.5,57,Bars;Mexican;Nightlife;Restaurants
57814,MdmfvSjRKE048PUP75CRog,Plaza Hotel Wedding Chapel and Florist,Downtown,1 S Main St,89101,36.1721,-115.14682979999999,3.5,3,Event Planning & Services;Wedding Chapels;Shopping;Florists;Flowers & Gifts
57817,IhYo9Szx_gPDfNOcz5-8DQ,"Shiatsu'ssage 365 Sports Massage",Westside,3100 S Durango Dr,89117,36.1335,-115.278545581,4.5,22,Massage Therapy;Health & Medical;Restaurants;Home Services;Acupuncture;Beauty & Spas;Physical Therapy;Rehabilitation Center;Plumbing;Sushi Bars;Occupational Therapy;Massage;Reflexology
57818,jozzH4XCEM9yQFjLAc3_zA,Rocket Fizz,Westside,9410 W Sahara,89117,36.1468,-115.300938955,4.5,149,Specialty Food;Candy Stores;Food
57833,qNa3Cx05uSTQV9FaDms-Cg,Blow N Go Hairbar,Westside,9440 W Sahara Ave,89117,36.1456,-115.3006082,4,65,"Hair Salons;Beauty & Spas;Blow Dry/Out Services;Shopping;Makeup Artists;Barbers;Hair Stylists;Men's Hair Salons;Cosmetics & Beauty Supply"
57867,UcSM8_yD5YL_1mEcq8g4Iw,The Vapery,Southwest,8060 S Rainbow Blvd,89139,36.0417,-115.24163685299999,4.5,47,Vape Shops;Arts & Entertainment;Shopping;Tobacco Shops;Electronics;Adult;Nightlife
57931,jh7B_czRjvSFNRXIPReAxQ,T-Mobile,Westside,4300 Meadows Ln,89107,36.1723,-115.1963237,3,12,Mobile Phones;Shopping
57938,D3zw2esQnpkyjpG4psPdVg,Leticia,Westside,430 S Rampart Blvd,89145,36.1672,-115.284438776,4.5,13,Beauty & Spas;Hair Removal;Eyelash Service;Waxing;Skin Care;Day Spas;Teeth Whitening
57944,q-2-N82hpUHYTF8AMtfN9g,Whoa! Foods,Summerlin,10300 W Charleston Blvd,89135,36.1606,-115.32058319999999,4,10,Food;Specialty Food;Candy Stores;Chocolatiers & Shops
57978,WQyGqfFKd-baBTVfZWzeTw,Yogurtland,Southeast,9055 S Eastern Ave,89123,36.0254,-115.1189835,4.5,129,Ice Cream & Frozen Yogurt;Food
57979,dhoyGQK6mEZG2gnlm9iz5w,El Dorado Mexican Grill,Centennial,7501 N Cimarron Rd,89131,36.2973,-115.27026799999999,4.5,3,Restaurants;Mexican
58005,pHn0lsc5Feycc3HXa5G0Jg,Call Renee Estate Liquidation,,1422 Western Ave,89102,36.1543,-115.16065590000001,5,6,Local Services;Home Services;Self Storage;Real Estate;Estate Liquidation;Shopping;Hobby Shops;Auction Houses
58006,yGqvmPtlFZMPhLBlNQyggg,Maui Rose Hawaiian BBQ,,2600 W Sahara Ave,89102,36.1452,-115.17665120000001,4,155,Hawaiian;Restaurants
58033,bixMVkra8aJ1zcx026N8Bw,Kaze Sushi,,3400 S Jones Blvd,89146,36.1281,-115.22456640000001,4,63,Sushi Bars;Restaurants;Japanese
58069,YyxB3K1ORzc7ChMKgyxm9Q,Subway,Southeast,8790 S Maryland Pkwy,89123,36.0302,-115.1353648,3.5,14,Fast Food;Sandwiches;Restaurants
58070,pZheA6S-JPT7v_H444D3RA,Green Valley Grocery,Southeast,1220 E Pebble Rd,89123,36.0285,-115.1358947,3,5,Gas Stations;Convenience Stores;Food;Automotive
58088,qJEtXdrOQeo9py0Wqr6LKQ,Blaze Fast Fired Pizza,Centennial,7160 N Durango Dr,89149,36.2912,-115.286828913,4,128,Salad;Pizza;Fast Food;Restaurants
58101,rOqY1Vj8sQ6kL9XLVQRslw,The Cupcakery,Southeast,9680 S Eastern Ave,89123,36.0136,-115.118334889,4,342,Chocolatiers & Shops;Custom Cakes;Food;Specialty Food;Cupcakes;Desserts;Bakeries
58104,dmZnxoI8uCHdXKcd2S1d_g,Kappa Toys,Downtown,707 Fremont St,89101,36.168,-115.1379889,4.5,50,Shopping;Souvenir Shops;Toy Stores
58108,IoAKJHZCmpx7EL9U81ds8g,Weavetastic Salon and Extension Co.,,6370 W Flamingo Rd,89103,36.1152,-115.231812672,4.5,15,Beauty & Spas;Cosmetics & Beauty Supply;Hair Loss Centers;Shopping;Hair Stylists;Hair Salons;Blow Dry/Out Services;Hair Extensions
58123,MfC-gz4G9vs7I2A28ino6Q,House of J Cafe,Southeast,9890 S Maryland Pkwy,89183,36.0103,-115.1364187,3.5,9,Restaurants;Cafes
58147,XgEv2P_Xn8h_WKQjV7sfwA,Pearl Factory,Eastside,3850 Las Vegas Blvd S,89109,36.1244,-115.146372,4,11,Shopping;Jewelry
58206,CfYVBU9ANdjp4L5J2HV0LQ,Paparazzi Grill,Spring Valley,9050 W Post Rd,89148,36.0756,-115.290218,4.5,23,American (Traditional);Restaurants
58245,5X9yy6tQe2FcV6DDzYHd9Q,Awards West,,5525 S Decatur Blvd,89108,36.1949,-115.20610740000001,3,5,Trophy Shops;Jewelry;Shopping
58276,J_QsDhJnBBjvZsUFYOZFBw,The Base Dance Center,Southwest,8635 S Rainbow Blvd,89113,36.032,-115.24343999999999,4,12,Active Life;Fitness & Instruction;Dance Studios
58285,ENsm9gUMvuja2opFo7qB9A,Galaxy Pilates,Summerlin,1970 Village Center Cir,89134,36.1917,-115.3067031,5,23,Fitness & Instruction;Active Life;Pilates;Yoga
58295,iAu8s96GKQ73Xe7j_2GyCQ,"Jackson's Bar & Grill",,6020 W Flamingo Rd,89103,36.1153,-115.22358249999999,4,217,Restaurants;Bars;American (Traditional);Sports Bars;Nightlife
58315,F_grYTnIPE1_Wwlfvt0J4Q,Subway,,2411 W Sahara Ave,89102,36.1429,-115.17516118200001,3,7,Restaurants;Sandwiches;Fast Food
58316,1G0C1xuMONSIQS76LMjGyw,"Cheetah's",,2112 Western Ave,89102,36.1478,-115.16584209999999,2.5,70,Adult Entertainment;Nightlife
58324,2NBHRrR2srACraKxecHjNQ,Enterprise Rent-A-Car,Eastside,4455 Paradise Rd,89169,36.1101,-115.15387140000001,2.5,3,Hotels & Travel;Car Rental
58345,4aGIU5eD6iTsmNqKVvlLOg,"Roberto's Taco Shop",,3435 N Nellis Blvd,89115,36.2221,-115.06262530000001,4,9,Fast Food;Restaurants;Mexican
58445,lYprEq7Al9ITbVLTyC0CVw,HOV Las Vegas,Westside,4601 W Sahara Ave,89102,36.1438,-115.20381499999999,4,38,Electronics;Hobby Shops;Tobacco Shops;Shopping
58512,5rPcuMOjSbKPuYzVLsstQQ,"Papa John's Pizza",Summerlin,10217 W Charleston Blvd,89135,36.1585,-115.31719309999998,2,25,Pizza;Restaurants
58515,pPYazj1rJRHbFQsne85uvQ,Vapeverine,,3867 S Valley View Blvd,89103,36.1203,-115.19130200000001,4.5,34,Personal Shopping;Vape Shops;Shopping;Tobacco Shops
58526,v5TTbYOaj4KewOtxQk48Jg,"Chaser's Pub",Chinatown,6870 Spring Mountain Rd,89146,36.1271,-115.24247939700001,3.5,5,Bars;Pubs;Nightlife
58539,tuCLe8Rose9TzqDw21ycIA,Lava Grill,Eastside,3650 E Flamingo Rd,89121,36.1158,-115.095466614,4,106,Barbeque;Restaurants;Hawaiian;Japanese
58546,anRCYAf7zd17sL9fYZXMbw,Gamestop,Sunrise,2585 S Nellis Blvd,89104,36.1497,-115.07625359999999,2.5,3,Shopping
58579,FWw-czVhv0lvqIC_XxLi0w,A+ Nails Spa,Westside,4300 Meadows Ln,89107,36.1725,-115.197258,3.5,38,Nail Salons;Beauty & Spas
58582,L8A8TQSGKAfxynXvQz7RUw,Street Freeze Ice Cream & Party Truck,,4001 S Decatur Blvd,89103,36.1173,-115.20993290000001,5,15,Event Planning & Services;Food;Party & Event Planning;Shaved Ice;Food Trucks;Caterers;Ice Cream & Frozen Yogurt;Party Equipment Rentals
58610,AiLlU89krS-2QG5bO5dcjw,Country Kitchen,Downtown,23 N Mojave Rd,89101,36.1602,-115.10591000000001,4,3,Restaurants;Chicken Wings;Breakfast & Brunch
58611,jv1sbEWUJRHeUff1xZtqWg,Del Taco,Southwest,3922 Blue Diamond Rd,89139,36.0402,-115.191876347,3,31,Restaurants;Mexican
58627,ToCM-OQg4DYLgvAMOi5kWA,Chevron,Spring Valley,6480 S Durango Dr,89113,36.0708,-115.27885353200001,3.5,15,Automotive;Gas Stations
58646,lDx7YxXjMNrnGDQVDUG9LA,Emergency Arts,Downtown,520 Fremont St,89101,36.1691,-115.1395835,4,22,Shopping;Arts & Entertainment;Art Galleries;Arts & Crafts
58647,hxvrzLFpNQQFKEMNSO6FlQ,Las Vegas Country Saloon,Downtown,425 Fremont St,89101,36.1689,-115.1415925,3,39,Nightlife;Bars
58657,hHe1mFDxxrtejXHfiysJJg,The Melting Pot - Las Vegas,Westside,8704 W Charleston Blvd,89117,36.1594,-115.285243605,4,259,Fondue;Restaurants
58659,0AZCpDQpbi83NHh9uEpggQ,Ihop,,8876 S Eastern Ave,89123,36.0281,-115.117256671,2,41,Fast Food;Breakfast & Brunch;Restaurants
58662,6Bn4L2clYqAUfB-DeIKG9A,BodyWerk Studio,Spring Valley,4555 S Fort Apache Rd,89147,36.1064,-115.29801940000002,5,3,Yoga;Fitness & Instruction;Boot Camps;Active Life;Gyms;Pilates
58671,YkOCo5ipV2he2WXIAlZb-A,Jaburritos Sushi Burritos,Spring Valley,6090 S Rainbow Blvd,89118,36.0781,-115.24215670000001,4.5,305,Asian Fusion;Restaurants;Japanese;Sushi Bars;Mexican
58674,Pw10DEfA59lebBK1oHzLTw,Spa Mandalay,The Strip,3950 S Las Vegas Blvd,89136,36.0899,-115.17505,4,157,Day Spas;Beauty & Spas
58697,6iP2l0udYboRq-tYjYTzlg,Painted Desert Dog Grooming,Northwest,7065 W Ann Rd,89130,36.2612,-115.247587509,5,6,Pet Services;Pets;Pet Groomers
58698,OgKEgvZ8b8bcBzTRhvLPHQ,TNG Models,Spring Valley,9275 W Russell Rd,89148,36.0851,-115.29489299999999,4.5,13,Talent Agencies;Professional Services
58699,h0MNaniQdLa3ZGmXh9DDeQ,"Dot's Southern Kitchen",,4955 E Craig Rd,89115,36.2401,-115.065383911,2.5,37,Barbeque;Restaurants
58728,d3zW_b-JWlxMneNn7K9xew,Streets of New York,Centennial,7570 Norman Rockwell Ln,89131,36.2985,-115.2799828,3,258,Pizza;Sandwiches;Italian;Restaurants
