,flagged_reviews,one_star_count,total_reviews,total_stars,word_count,proportion_flagged_reviews,average_flagged_words_per_review,average_stars_per_review,proportion_one_star,name,neighborhood,address,postal_code,stars,review_count,categories
CLbaNtbKC2xGqgMP9vR3jw,0,2,10,37,0,0.0,0.0,3.7,0.2,Chevron,Southwest,4850 W Silverado Ranch Blvd,89139.0,3.5,10.0,Gas Stations;Automotive;Car Wash
Bm8nRUsZ-dK6g2eJLxMTOw,13,27,334,1351,13,0.038922155688622756,0.038922155688622756,4.044910179640719,0.08083832335329341,Naka Sushi,Summerlin,8540 W Lake Mead Blvd,89128.0,4.0,333.0,Sushi Bars;Japanese;Restaurants
JkncPZ1jFi0_n23Ptl8jGQ,7,26,122,455,9,0.05737704918032787,0.07377049180327869,3.7295081967213113,0.21311475409836064,Today Nails,The Strip,3049 Las Vegas Blvd,89109.0,3.5,122.0,Day Spas;Beauty & Spas;Hair Salons;Massage;Nail Salons;Health & Medical;Reflexology
b9SMb3ka6MQ5UsCvcLXT6w,0,2,12,42,0,0.0,0.0,3.5,0.16666666666666666,Hot Topic,Westside,4300 Meadows Lane,89107.0,3.5,12.0,Women's Clothing;Plus Size Fashion;Accessories;Fashion;Shopping;Men's Clothing
AC9C-ROdhCB0ZSREfFOQCw,5,6,35,147,10,0.14285714285714285,0.2857142857142857,4.2,0.17142857142857143,Mosaic Salon & Spa,Westside,8320 W Sahara Ave,89117.0,4.0,35.0,Hair Salons;Beauty & Spas
aMjFFwwFNKSIxA2QFR4u9w,0,18,22,35,0,0.0,0.0,1.5909090909090908,0.8181818181818182,Mutiny Shop,Centennial,6955 N Durango Dr,89149.0,1.5,22.0,Customized Merchandise;Shopping
gZ9xYxJpBi0Rovw4rTbl5Q,20,9,31,84,20,0.6451612903225806,0.6451612903225806,2.7096774193548385,0.2903225806451613,Almaza Hookah Cafe,Southeast,9890 S Maryland Pkwy,89123.0,2.5,31.0,Restaurants;Middle Eastern
vmg_VdqXVOVhUoacU2pfdw,3,13,135,543,4,0.022222222222222223,0.02962962962962963,4.022222222222222,0.0962962962962963,The Bar @ Las Vegas Blvd & Wigwam,Southeast,8560 S Las Vegas Blvd,89123.0,4.0,135.0,Bars;Sports Bars;Restaurants;Pubs;American (Traditional);Nightlife
GE0O0UAkzp4eYH1UGyRimQ,1,6,15,44,2,0.06666666666666667,0.13333333333333333,2.933333333333333,0.4,Paris Nails,Eastside,5516 Boulder Hwy,89122.0,3.0,15.0,Hair Removal;Beauty & Spas;Waxing;Nail Salons
h9Wup6g0lc7gFbmgnlHy-w,0,2,121,597,0,0.0,0.0,4.933884297520661,0.01652892561983471,Discount Gun Source,Spring Valley,4555 S Fort Apache Rd,89147.0,5.0,121.0,Guns & Ammo;Shopping
MQlJrXuMAkTtWQQU_nszLQ,2,17,28,54,2,0.07142857142857142,0.07142857142857142,1.9285714285714286,0.6071428571428571,Wendy's,,7150 W Lake Mead Blvd,89128.0,2.0,28.0,Restaurants;Burgers;Fast Food;Hot Dogs
BmB8HXVG3n8oJ3c4pv8hCA,19,1,11,32,39,1.7272727272727273,3.5454545454545454,2.909090909090909,0.09090909090909091,Mustang Xchange,University,4800 S Maryland Pkwy,89119.0,3.0,11.0,Thrift Stores;Discount Store;Shopping;Fashion;Used;Vintage & Consignment
oauECSQhZKNfQz12Gjdk7Q,8,7,121,452,8,0.06611570247933884,0.06611570247933884,3.7355371900826446,0.05785123966942149,Thai Spice,,4433 W Flamingo Rd,89103.0,3.5,122.0,Restaurants;Thai;Food;Ethnic Food;Specialty Food
8rDok9nefdP2t-6Y7QVMxQ,0,2,42,201,0,0.0,0.0,4.785714285714286,0.047619047619047616,Angel Chiropractic Center,Southwest,7835 S Rainbow Blvd,89139.0,5.0,42.0,Health & Medical;Medical Centers;Hair Salons;Beauty & Spas;Chiropractors
ujBk7cdEvo5FkD1e0Gzq1Q,10,15,52,138,14,0.19230769230769232,0.2692307692307692,2.6538461538461537,0.28846153846153844,Dragon Wok,Northwest,3350 Novat St,89129.0,2.5,52.0,Chinese;Restaurants
4wkRr3-M_FS9u0OpkSuyog,21,10,33,106,21,0.6363636363636364,0.6363636363636364,3.212121212121212,0.30303030303030304,Sin City Vapor,Westside,1750 S Rainbow Blvd,89146.0,3.0,33.0,Tobacco Shops;Local Services;Vape Shops;Shopping
TKvjeyiZENItwj2CtasI_A,0,5,13,45,0,0.0,0.0,3.4615384615384617,0.38461538461538464,M&S Scooter Rentals,Westside,3111 S Valley View Blvd,89102.0,3.5,13.0,Hotels & Travel;Bike Rentals;Scooter Rentals;Active Life;Motorcycle Rental
wSgMEiuEhNyfBPAKjLuRgw,10,5,63,248,16,0.15873015873015872,0.25396825396825395,3.9365079365079363,0.07936507936507936,U-Swirl Frozen Yogurt,Spring Valley,9360 W Flamingo Rd,89147.0,4.0,63.0,Food;Ice Cream & Frozen Yogurt
SknYYIK1rBNgYqNl4tYUPA,4,5,31,114,4,0.12903225806451613,0.12903225806451613,3.6774193548387095,0.16129032258064516,Marias Taco Shop,Southeast,7380 S Eastern Ave,89123.0,3.5,31.0,Restaurants;Mexican
ezuzSOrWu3KhFKTtVAMWlQ,0,0,19,88,0,0.0,0.0,4.631578947368421,0.0,Bentley's Coffee,Downtown,1501 W Charleston Blvd,89102.0,4.5,19.0,Coffee & Tea;Food
JXTlt-mRrQoE2_gfijhp4g,2,8,161,710,2,0.012422360248447204,0.012422360248447204,4.409937888198757,0.049689440993788817,Gangnam Street,Spring Valley,4195 S Grand Canyon Dr,89147.0,4.5,161.0,Restaurants;Ramen;Nightlife;Bars;Pubs;Korean;Japanese;Asian Fusion
0Qs4ud_b94iHl8Ab5AbnJg,0,5,41,170,0,0.0,0.0,4.146341463414634,0.12195121951219512,Wireless Phone Medics - South West,Southwest,7835 S Rainbow Blvd,89139.0,4.0,41.0,Mobile Phone Repair;IT Services & Computer Repair;Local Services;Electronics Repair
05OUuoInL-o8Ed-7z_cIUg,0,0,20,93,0,0.0,0.0,4.65,0.0,Yaya Life,University,4632 S Maryland Pkwy,89119.0,4.5,20.0,Discount Store;Convenience Stores;Shopping;Food;Mobile Phone Accessories;Flowers & Gifts;Beauty & Spas;Gift Shops;Cosmetics & Beauty Supply
ZZ2TTInNyOKPAc0PrcrHfg,6,6,16,46,6,0.375,0.375,2.875,0.375,El Super,Sunrise,1255 S Lamb Blvd,89104.0,3.0,16.0,Bakeries;Grocery;Food;Delis;Restaurants
M72tVr95htIh2wpJGwLkEQ,2,10,58,226,2,0.034482758620689655,0.034482758620689655,3.896551724137931,0.1724137931034483,French Nails,Westside,5900 W Charleston Blvd,89146.0,4.0,58.0,Beauty & Spas;Skin Care;Nail Salons
mYsswaRTS-5NFUifYCW0-Q,0,2,27,87,0,0.0,0.0,3.2222222222222223,0.07407407407407407,Match,Southeast,1263 E Silverado Ranch Blvd,89183.0,3.0,27.0,Restaurants;Tapas Bars
Y8FzNVRyqeN7FzC_zaxwjA,0,3,12,39,0,0.0,0.0,3.25,0.25,Goodwill of Southern Nevada,Eastside,3528 S Maryland Pkwy,89169.0,3.0,12.0,Thrift Stores;Shopping;Community Service/Non-Profit;Local Services
hG9ugXVziCUGhwRNQCRVjQ,0,6,42,118,0,0.0,0.0,2.8095238095238093,0.14285714285714285,Hawaiian Tropic Zone,The Strip,3663 Las Vegas Blvd,89109.0,3.0,42.0,Lounges;Bars;Nightlife
DyYS-JKXlW2PCr_Gt5JOvQ,6,12,72,251,6,0.08333333333333333,0.08333333333333333,3.486111111111111,0.16666666666666666,Luckys,Southwest,7345 S Jones Blvd,89139.0,3.5,73.0,Pizza;Nightlife;Bars;Sports Bars;Lounges;Restaurants
fwZzpkSH4ZOJGzDzI2rSaQ,4,5,40,157,4,0.1,0.1,3.925,0.125,Pieology Pizzeria,The Strip,3799 S Las Vegas Blvd,89109.0,4.0,40.0,Pizza;Restaurants
ahU3pL5nv6o8LgYIgIo56w,0,1,39,190,0,0.0,0.0,4.871794871794871,0.02564102564102564,CASH 1 Loans,Westside,8450 W Sahara Ave,89117.0,5.0,39.0,Financial Services;Automotive;Check Cashing/Pay-day Loans;Title Loans;Auto Loan Providers;Installment Loans
RsulP7fZ_36iBhElfKFjAg,6,10,43,144,6,0.13953488372093023,0.13953488372093023,3.3488372093023258,0.23255813953488372,Domino's Pizza,Westside,8508 W Sahara Ave,89117.0,3.5,43.0,Sandwiches;Pizza;Restaurants;Chicken Wings
VmSrPPO2WXmOKjUW7pDGsQ,55,29,133,427,83,0.41353383458646614,0.6240601503759399,3.210526315789474,0.21804511278195488,Mega Tom's Burgers,,2893 W Lake Mead Blvd,89106.0,3.0,133.0,Breakfast & Brunch;Diners;Burgers;Restaurants
qA4MWdUmaXYkrZ223cFfFA,10,5,75,268,10,0.13333333333333333,0.13333333333333333,3.5733333333333333,0.06666666666666667,Ruth's Chris Steak House,Eastside,3900 Paradise Rd,89109.0,3.5,75.0,Restaurants;Steakhouses
nRNWaEuPtfcyR8pI-LnASA,0,0,5,16,0,0.0,0.0,3.2,0.0,Italia Express,Downtown,755 S Grand Central Pkwy,89106.0,3.0,5.0,Italian;Restaurants
viHcW-LLmOxBMHFm0jxPvQ,5,15,89,283,7,0.056179775280898875,0.07865168539325842,3.1797752808988764,0.16853932584269662,Grand Cafe,,2411 W Sahara Ave,89102.0,3.0,89.0,Diners;Food;Cafes;Restaurants
DGDBFpZk-NIvah4M7MtDDg,0,0,6,21,0,0.0,0.0,3.5,0.0,Pizzeria Fracesco's,The Strip,3300 S Las Vegas Blvd,89109.0,3.5,6.0,Restaurants;Italian
e-X1HcALttCuuHtl0wU_gg,7,15,60,190,8,0.11666666666666667,0.13333333333333333,3.1666666666666665,0.25,QDOBA Mexican Eats,,5045 W Tropicana Ave,89103.0,3.0,60.0,Caterers;Mexican;Fast Food;Restaurants;Event Planning & Services
lF3klLu44Jaq3UqO9a50Pg,2,12,107,446,2,0.018691588785046728,0.018691588785046728,4.168224299065421,0.11214953271028037,Mariscos El Puerto,,1901 N Decatur Blvd,89108.0,4.0,107.0,Mexican;Food;Seafood;Restaurants;Specialty Food;Seafood Markets
qRkHXzgJuYJ2BtxUJWzqLg,36,36,96,284,41,0.375,0.4270833333333333,2.9583333333333335,0.375,UMC Quick Care - Spring Valley,Spring Valley,4180 S Rainbow Blvd,89103.0,3.0,96.0,Health & Medical;Doctors;Urgent Care;Hospitals
1PFg5TTddZiTmkBq0RuqzQ,0,0,9,38,0,0.0,0.0,4.222222222222222,0.0,Vid Noodles,Southeast,2185 E Windmill Ln,89123.0,4.0,9.0,Chinese;Cantonese;Restaurants;Food
d2IDbGP7tT8C6vBtxdpmLg,13,10,43,117,13,0.3023255813953488,0.3023255813953488,2.7209302325581395,0.23255813953488372,Baja Fresh,Southeast,5757 Wayne Newton Blvd,89135.0,2.5,42.0,Tex-Mex;Restaurants;Fast Food;Mexican
LQNrsH1ctqV256-v5v4jdQ,16,5,110,459,18,0.14545454545454545,0.16363636363636364,4.172727272727273,0.045454545454545456,Sunnys Chicken & Fish,Sunrise,865 N Lamb Blvd,89110.0,4.0,110.0,Waffles;Southern;Comfort Food;Chicken Wings;Restaurants
NAyXRFKfSn6b7fSvVI7M4A,51,14,134,553,66,0.3805970149253731,0.4925373134328358,4.126865671641791,0.1044776119402985,Moorea Beach Club,The Strip,3950 S Las Vegas Blvd,89119.0,4.0,134.0,Active Life;Swimming Pools
9UVkAmyodpaSBm49DBKFNw,19,14,276,1186,20,0.06884057971014493,0.07246376811594203,4.297101449275362,0.050724637681159424,Sweet Poké,Northwest,5655 Centennial Center Blvd,89149.0,4.5,276.0,Sushi Bars;Restaurants;Food;Hawaiian;Poke;Seafood;Asian Fusion;Japanese
7_F6dA9xh2lydTtr1LCtIQ,2,12,35,90,3,0.05714285714285714,0.08571428571428572,2.5714285714285716,0.34285714285714286,Jack In the Box,Westside,2301 S Fort Apache Rd,89117.0,2.5,35.0,Burgers;Fast Food;Restaurants
Ieb8xKQESn--Gan2D5CUKg,1,18,75,282,1,0.013333333333333334,0.013333333333333334,3.76,0.24,Iced Out Barber Shop,Spring Valley,7150 S Durango Dr,89113.0,4.0,75.0,Men's Hair Salons;Hair Salons;Barbers;Beauty & Spas
URtR6hX2cTL6n3MXratCSQ,0,0,17,82,0,0.0,0.0,4.823529411764706,0.0,Las Vegas Color Printing,Northwest,4275 N Rancho Dr,89130.0,5.0,17.0,Printing Services;Professional Services;Signmaking;Screen Printing/T-Shirt Printing;Local Services
piGQNN6ECbSC0agHhvoVeg,948,34,254,1035,1388,3.732283464566929,5.464566929133858,4.074803149606299,0.13385826771653545,Nail Republic,,9310 S Eastern Ave,89123.0,4.0,254.0,Eyelash Service;Nail Salons;Beauty & Spas
i3gfG2AyoE3eqKRMIgAiAQ,1,5,31,130,1,0.03225806451612903,0.03225806451612903,4.193548387096774,0.16129032258064516,Jagged Edge Salon,,1932 Rock Springs Dr,89128.0,4.0,31.0,Nail Salons;Skin Care;Beauty & Spas;Hair Salons
WVvqV0cmNR3j7ChPoI74hQ,15,53,373,1308,15,0.040214477211796246,0.040214477211796246,3.506702412868633,0.14209115281501342,Soul Food Cafe,Southwest,7320 S Rainbow Blvd,89139.0,3.5,373.0,Restaurants;Southern;Barbeque;Soul Food
F5jwXCeAqHzs-c87sps5gg,22,2,78,327,36,0.28205128205128205,0.46153846153846156,4.1923076923076925,0.02564102564102564,Satoya,Westside,2550 S Rainbow Blvd,89146.0,4.0,78.0,Sushi Bars;Restaurants;Japanese
tPWn698nZ-yYj3yTwOsczQ,3,20,85,285,5,0.03529411764705882,0.058823529411764705,3.3529411764705883,0.23529411764705882,Smith's Food & Drug Centers,Summerlin,2211 N Rampart Blvd,89128.0,3.5,86.0,Grocery;Beer;Wine & Spirits;Bakeries;Food
Jhb_QWI6U03HK2mu5ZoeIQ,0,2,4,12,0,0.0,0.0,3.0,0.5,European Touch Landscaping,,9850 S Maryland Pkwy,89183.0,3.0,4.0,Landscape Architects;Home Services
9iCgfQ7ffWtroHbde7q-pQ,18,24,59,153,22,0.3050847457627119,0.3728813559322034,2.593220338983051,0.4067796610169492,IHOP,Westside,9480 W Sahara Ave,89117.0,2.5,59.0,Restaurants;American (New);American (Traditional);Breakfast & Brunch
sec0g_pfXHoKXW795ExsIA,6,23,36,65,8,0.16666666666666666,0.2222222222222222,1.8055555555555556,0.6388888888888888,Walmart Supercenter,,4350 N Nellis Blvd,89115.0,2.0,36.0,Department Stores;Mobile Phones;Grocery;Fashion;Food;Shopping;Discount Store;Drugstores
Z2iYtj0ybh_ovOyRD8bjMg,34,11,293,1273,45,0.11604095563139932,0.15358361774744028,4.3447098976109215,0.03754266211604096,Atomic Liquors,Downtown,917 Fremont St,89101.0,4.5,293.0,Pubs;Beer Bar;Dive Bars;Wine Bars;Bars;Cocktail Bars;Nightlife
_8VkSb_Mryb6bHQxSWB7Pg,19,41,386,1443,20,0.04922279792746114,0.05181347150259067,3.738341968911917,0.10621761658031088,Swish Shabu Shabu,Chinatown,5115 W Spring Mountain Rd,89146.0,3.5,386.0,Hot Pot;Sushi Bars;Japanese;Restaurants;Fondue
oUX2bYbqjqST-urKbOHG6w,3,2,180,799,3,0.016666666666666666,0.016666666666666666,4.438888888888889,0.011111111111111112,Loftti Cafe,Southwest,7729 S Rainbow Blvd,89139.0,4.5,180.0,Restaurants;Bubble Tea;Cafes;Sandwiches;Desserts;Shaved Ice;Juice Bars & Smoothies;Coffee & Tea;Food
PRiCDulZ7mOUr56s0TC66w,4,4,28,110,4,0.14285714285714285,0.14285714285714285,3.9285714285714284,0.14285714285714285,The Vitamin Shoppe,Westside,8820 W Charleston Blvd,89117.0,4.0,28.0,Food;Specialty Food;Vitamins & Supplements;Shopping;Health Markets
RBVtuVodydOMkNr-RVTVYA,1,12,39,95,1,0.02564102564102564,0.02564102564102564,2.4358974358974357,0.3076923076923077,Jack In The Box,Eastside,780 E Flamingo Rd,89119.0,2.5,39.0,Restaurants;Burgers;Fast Food
YYE0C8FeDpB6zqB0kSEh7w,43,30,237,882,51,0.18143459915611815,0.21518987341772153,3.721518987341772,0.12658227848101267,Chile Addiction,Spring Valley,4235 S Fort Apache Rd,89147.0,3.5,237.0,Restaurants;Mexican;New Mexican Cuisine
M_1E7QGHH684tevoesrQkQ,10,25,46,102,14,0.21739130434782608,0.30434782608695654,2.217391304347826,0.5434782608695652,Apollo's Pizza,Westside,3111 S Valley View Blvd,89102.0,2.0,46.0,Restaurants;Sandwiches;Greek;Pizza
mys2H61EqcO4AJpnzi61ZA,0,3,6,13,0,0.0,0.0,2.1666666666666665,0.5,Waterside Cafe,Westside,221 N Rampart Blvd,89144.0,2.0,6.0,Cafes;Restaurants
FQn9Oqbms1OEaVr5Ve_qRQ,2,3,4,8,2,0.5,0.5,2.0,0.75,Value Place,,5300 E Craig Rd,89115.0,2.0,4.0,Event Planning & Services;Hotels & Travel;Hotels
cqjqc8pd3SCxTDWiH49Q5Q,4,7,56,189,4,0.07142857142857142,0.07142857142857142,3.375,0.125,Century 18 Sam's Town Movie Theater,,5111 Boulder Hwy,89122.0,3.5,56.0,Arts & Entertainment;Cinema
vF7nFTv22qA-YnCP09pvHQ,2,3,51,203,2,0.0392156862745098,0.0392156862745098,3.980392156862745,0.058823529411764705,Ron's Grilled Barbeque and Kabobs,Spring Valley,6085 S Fort Apache Rd,89148.0,4.0,52.0,Mediterranean;Greek;Restaurants;Barbeque;Middle Eastern
hOJ5c8kA1bnhJuOAh_QjfA,56,38,108,345,139,0.5185185185185185,1.287037037037037,3.1944444444444446,0.35185185185185186,Hypnotic Salon,The Lakes,9151 W Sahara Ave,89117.0,3.0,108.0,Hair Extensions;Beauty & Spas;Skin Care;Men's Hair Salons;Eyelash Service;Hair Salons;Hair Stylists
klsBtNP-vlO3QlfPbAtTzQ,11,21,60,178,15,0.18333333333333332,0.25,2.966666666666667,0.35,Denny's,Northwest,7071 W Craig Rd,89129.0,3.0,61.0,Burgers;American (Traditional);Diners;Restaurants;Breakfast & Brunch
bLieCqMMt4la2i8M2v1TUg,6,4,37,124,11,0.16216216216216217,0.2972972972972973,3.3513513513513513,0.10810810810810811,Jersey Mike's Subs,Southeast,5757 Wayne Newton Blvd,89139.0,3.5,37.0,Restaurants;Fast Food;Sandwiches;Delis
h4Q-uSoOIhMoIsOhat6l3A,29,44,356,1423,43,0.08146067415730338,0.12078651685393259,3.997191011235955,0.12359550561797752,Casa Don Juan  - Summerlin,Summerlin,1780 N Buffalo Dr,89128.0,4.0,356.0,Mexican;Nightlife;Restaurants;Bars
0nlocywsFHQmEt8_xbHNiw,21,11,85,309,40,0.24705882352941178,0.47058823529411764,3.635294117647059,0.12941176470588237,Long Jin Chinese Cuisine,Spring Valley,4825 S Rainbow Blvd,89103.0,3.5,85.0,Chinese;Restaurants
7usumJrTK_qs2GbSd8zIvg,5,7,85,342,8,0.058823529411764705,0.09411764705882353,4.023529411764706,0.08235294117647059,Wake Up Coffee Cafe,Westside,6350 W Charleston Blvd,89146.0,4.0,85.0,Restaurants;Breakfast & Brunch;Cafes;Hot Dogs;Coffee & Tea;Food
uJ5vD6cY3K9Fi1Yh5WlAHQ,8,7,46,169,9,0.17391304347826086,0.1956521739130435,3.6739130434782608,0.15217391304347827,Albertsons,Summerlin,10250 W Charleston Blvd,89135.0,3.5,46.0,Grocery;Drugstores;Food;Shopping
xRflRe65li0QNjto32BFQA,0,1,3,11,0,0.0,0.0,3.6666666666666665,0.3333333333333333,John's Grand Slam Collectibles,Spring Valley,6115 S Rainbow Blvd,89118.0,3.5,3.0,Video Game Stores;Bookstores;Antiques;Shopping;Sporting Goods;Comic Books;Books;Mags;Music & Video;Hobby Shops;Toy Stores
sfzX4Ndds39mhS-Chr2lJw,5,11,62,213,9,0.08064516129032258,0.14516129032258066,3.435483870967742,0.1774193548387097,Don Antonio's Pizzeria,Southeast,8810 S Maryland Pkwy,89123.0,3.5,62.0,Italian;Restaurants;Pizza
oDWqfjhgQx0mee-J0KiEqA,0,1,21,99,0,0.0,0.0,4.714285714285714,0.047619047619047616,Red Rock Kids Dental,Summerlin,11700 W Charleston Blvd,89135.0,4.5,21.0,Dentists;Pediatric Dentists;Health & Medical
UANNbspNsQEFUay5nALZYw,3,13,47,146,3,0.06382978723404255,0.06382978723404255,3.106382978723404,0.2765957446808511,Roberto's Taco Shop,Southeast,6475 S Pecos Rd,89120.0,3.0,47.0,Mexican;Restaurants;Fast Food
EkrLPTgVp4IUgSZ8JWvYdA,7,2,8,31,7,0.875,0.875,3.875,0.25,Las Vegas Refrigerator Repair,Southwest,7537 S Rainbow Blvd,89139.0,4.0,8.0,Appliances & Repair;Local Services
-ePLgQ_afOTW1STxD-2RIA,0,3,38,176,0,0.0,0.0,4.631578947368421,0.07894736842105263,Silver State Dental,Spring Valley,4555 S Fort Apache Rd,89147.0,4.5,38.0,Dentists;Health & Medical;Periodontists;Cosmetic Dentists;General Dentistry
BD2sd1bFxz2aGuXlWETAxw,4,10,71,304,7,0.056338028169014086,0.09859154929577464,4.28169014084507,0.14084507042253522,Pro-Cuts Barber Shop South,Southwest,8544 Blue Diamond Rd,89178.0,4.5,71.0,Barbers;Hair Salons;Hair Stylists;Beauty & Spas
UIj1Hi5oxqmOuPbYmM7pIg,1,1,30,142,1,0.03333333333333333,0.03333333333333333,4.733333333333333,0.03333333333333333,Progressive Home,,6280 S Valley View Blvd,89118.0,4.5,31.0,Home Services;Electronics;Shopping;Home Theatre Installation;Security Systems
GY2Ft91pI_JUnR6EfdE8TQ,0,3,7,15,0,0.0,0.0,2.142857142857143,0.42857142857142855,Burger King,,5536 Boulder Hwy,89122.0,2.0,7.0,Fast Food;Restaurants;Burgers
YyWzMPDTUa7nfacGxqx_9w,18,14,248,1162,18,0.07258064516129033,0.07258064516129033,4.685483870967742,0.056451612903225805,Umbrella Movers,Westside,3111 S Valley View Blvd,89102.0,4.5,248.0,Movers;Home Services
jrGxdAblwBmRG6K-dDpKbQ,2,7,32,113,4,0.0625,0.125,3.53125,0.21875,Las Delicias Demontecristo Restaurant,Eastside,2055 E Tropicana Ave,89119.0,3.5,32.0,Mexican;Latin American;Restaurants
OZ5o9gSLzxbxW_hS2RxH1A,0,6,16,50,0,0.0,0.0,3.125,0.375,Verizon Wireless,Spring Valley,8680 W Warm Springs Rd,89148.0,3.0,16.0,Shopping;Electronics;Mobile Phones
vlqqW7rHZFhJiV-Kyo-scQ,1,5,15,44,1,0.06666666666666667,0.06666666666666667,2.933333333333333,0.3333333333333333,SuperPawn,Eastside,1040 E Flamingo Rd,89119.0,3.0,15.0,Shopping;Installment Loans;Jewelry;Pawn Shops;Financial Services;Electronics
pPYazj1rJRHbFQsne85uvQ,0,0,34,160,0,0.0,0.0,4.705882352941177,0.0,Vapeverine,,3867 S Valley View Blvd,89103.0,4.5,34.0,Personal Shopping;Vape Shops;Shopping;Tobacco Shops
P6Jt18QgkoLUswyzEMDZWg,0,0,3,15,0,0.0,0.0,5.0,0.0,R-Bar,Westside,6000 W Charleston Blvd,89146.0,5.0,3.0,Bars;Nightlife
sZsJooAzpKqOvDysphkqpQ,8,27,278,1092,8,0.02877697841726619,0.02877697841726619,3.9280575539568345,0.09712230215827339,Pop Up Pizza,Downtown,1 S Main St,89101.0,4.0,278.0,Vegan;Restaurants;Pizza
90AbSkIrgfcsqeh2Hefa_Q,2,4,32,137,6,0.0625,0.1875,4.28125,0.125,Custom Tan and Spa,Northwest,7135 W Ann Rd,89130.0,4.5,32.0,Tanning;Spray Tanning;Day Spas;Beauty & Spas;Tanning Beds
1DJNBnnrvdrHcuDgbGlmLQ,12,32,40,56,16,0.3,0.4,1.4,0.8,Walmart,Sunrise,201 N Nellis Blvd,89110.0,1.5,40.0,Department Stores;Fashion;Electronics;Grocery;Food;Mobile Phones;Drugstores;Shopping;Discount Store
i6zr7_tSN12qzrjhd4udNg,1,2,6,15,1,0.16666666666666666,0.16666666666666666,2.5,0.3333333333333333,Arco,Southeast,5665 S Pecos Rd,89120.0,2.5,6.0,Automotive;Convenience Stores;Gas Stations;Food
7njZaRjDXi8anBaGlGQu4g,3,25,106,336,3,0.02830188679245283,0.02830188679245283,3.169811320754717,0.2358490566037736,The Lodge Cactus,Southwest,4660 W Cactus Ave,89141.0,3.0,106.0,Beer;Wine & Spirits;Food;American (Traditional);Restaurants;Bars;Breakfast & Brunch;Nightlife;Burgers
diwRPVKeYiUJ9tqlr1orAg,0,16,33,83,0,0.0,0.0,2.515151515151515,0.48484848484848486,Taco Bell,Southeast,6461 Boulder Hwy,89122.0,2.5,33.0,Tex-Mex;Restaurants;Mexican;Fast Food
Lo-lpCxoP1_T3cvTpp4ZCw,0,1,125,573,0,0.0,0.0,4.584,0.008,Tenaya Creek Brewery,,831 W Bonanza Rd,89106.0,4.5,125.0,Breweries;Nightlife;Food;Beer Gardens
jgC4ktSSEEsFT6AmekbvsQ,7,7,74,282,12,0.0945945945945946,0.16216216216216217,3.810810810810811,0.0945945945945946,SC Prime Steakhouse & Bar,Westside,9090 Alta Dr,89145.0,4.0,74.0,Seafood;Restaurants;Steakhouses;Nightlife;Bars
H8umkLwMkM0vP5B8oPiozQ,14,26,149,449,18,0.09395973154362416,0.12080536912751678,3.0134228187919465,0.174496644295302,Sundance Grill,Southwest,3333 Blue Diamond Rd,89139.0,3.0,149.0,American (Traditional);Restaurants
2LNnIARy-lGmrlEMZSxZ1w,4,5,126,536,7,0.031746031746031744,0.05555555555555555,4.253968253968254,0.03968253968253968,Great Buns Bakery,Eastside,3270 E Tropicana Ave,89121.0,4.5,126.0,Food;Desserts;Restaurants;Sandwiches;Bakeries
BGcrYtRjOc6eWtxOpD9cWQ,0,3,45,175,0,0.0,0.0,3.888888888888889,0.06666666666666667,Geri's Olde Philadelphia Restaurant,Eastside,3430 E Tropicana Ave,89121.0,4.0,45.0,American (Traditional);Sandwiches;Restaurants
7xoH15QrZ57YQ9tuFO2Vpg,10,0,44,220,20,0.22727272727272727,0.45454545454545453,5.0,0.0,Massage 702 Las Vegas,Eastside,2585 E Flamingo Rd,89121.0,5.0,44.0,Health & Medical;Beauty & Spas;Massage Therapy;Massage;Physical Therapy;Rehabilitation Center
quD839G-_0HIwAIE0knV6g,5,65,78,116,7,0.0641025641025641,0.08974358974358974,1.4871794871794872,0.8333333333333334,Dollar,Southeast,5757 Wayne Newton Blvd,89119.0,1.5,78.0,Hotels & Travel;Car Rental
XrZPrCcbE3WOMyyqsXLPKQ,0,1,6,26,0,0.0,0.0,4.333333333333333,0.16666666666666666,SmartStyle,Chinatown,3625 S Rainbow Blvd,89103.0,4.5,6.0,Hair Salons;Beauty & Spas;Hair Stylists
jlog30II7r-skWwkdXrnbw,0,3,30,129,0,0.0,0.0,4.3,0.1,LifeSpa Summerlin,Summerlin,10721 W Charleston Blvd,89135.0,4.5,30.0,Health & Medical;Hair Salons;Massage;Skin Care;Medical Spas;Beauty & Spas;Nail Salons;Eyelash Service
5uvX6yqie9DpHR7UAiQZtw,4,13,34,96,6,0.11764705882352941,0.17647058823529413,2.823529411764706,0.38235294117647056,McDonald's,Northwest,7150 W Craig Rd,89129.0,3.0,34.0,Fast Food;Burgers;Restaurants
Cm-BH_7VPLP63FdI9ML6vA,12,20,31,48,16,0.3870967741935484,0.5161290322580645,1.5483870967741935,0.6451612903225806,McDonald's,,2020 N Rainbow Blvd,89108.0,1.5,31.0,Burgers;Restaurants;Fast Food
r3f1UPDkKqWfRDFQQRgiaA,1,1,139,658,1,0.007194244604316547,0.007194244604316547,4.733812949640288,0.007194244604316547,JinJu Chocolates,Downtown,707 Fremont St,89101.0,4.5,139.0,Food;Chocolatiers & Shops;Specialty Food
