businessId,flagged_reviews,one_star_count,total_reviews,total_stars,word_count,proportion_flagged_reviews,average_flagged_words_per_review,average_stars_per_review,proportion_one_star,name,neighborhood,address,postal_code,stars,review_count,categories,ifFail,failTimes
yUfT6GtCII9g4lg-9olksw,0,4,8,22,0,0,0,2.75,0.5,Tachos Michoacan,,3415 W Craig Rd,89032,3,8,Mexican;Restaurants,0,0
Jv-M0CM24Fu3XtrGKnzHiw,2,2,37,134,4,0.0540541,0.108108,3.62162,0.0540541,"Murphy's Law Irish Bar & Grill",Eastside,1590 E Flamingo Rd,89119,3.5,37,Pubs;Nightlife;Bars;Sports Bars,0,0
R05ZRXWkYuEcvRGok5fiDA,140,130,246,526,175,0.569106,0.711382,2.13821,0.528455,"Fabulous Freddy's",Westside,1101 S Fort Apache Rd,89117,2,245,Gas Stations;Car Wash;Automotive;Auto Repair;Oil Change Stations;Windshield Installation & Repair,0,0
8RFT1woy0WnTp62ndVJgow,3,12,66,245,3,0.0454545,0.0454545,3.71212,0.181818,The Blue Skillet,Sunrise,5000 E Bonanza Rd,89110,3.5,66,Restaurants;American (Traditional);Breakfast & Brunch,0,0
5PP6BwtNYlPARHApB9lzcQ,25,3,81,345,25,0.308642,0.308642,4.25926,0.037037,Blue Ox Tavern,Westside,5825 W Sahara Ave,89146,4.5,81,Restaurants;Nightlife;Bars;Lounges;Food;Breakfast & Brunch;Sports Bars;Pubs;Beer;Wine & Spirits;American (Traditional),0,0
Z5lWNbjPpr8CqHN0NmfRsw,64,6,38,155,64,1.68421,1.68421,4.07895,0.157895,Dominican Destination Salon,Westside,5000 W Charleston Blvd,89146,4,38,Hair Salons;Beauty & Spas,0,0
2-_42nYnOf_RpYBf4sdMHw,5,8,39,143,5,0.128205,0.128205,3.66667,0.205128,Beyond Nail Spa,Spring Valley,7150 S Durango Dr,89113,3.5,39,Beauty & Spas;Hair Stylists;Hair Salons;Nail Salons,0,0
S5QaTPa3bjQDJcYlMjnqlw,0,4,24,88,0,0,0,3.66667,0.166667,Palm Beach Tan,Centennial,6475 N Decatur Blvd,89131,3.5,24,Tanning;Beauty & Spas,0,0
pTJ8f4AfUW6uwKGdawLcfg,4,6,46,151,4,0.0869565,0.0869565,3.28261,0.130435,Shilla Korean BBQ,Westside,2721 W Sahara Ave,89102,3.5,46,Barbeque;Korean;Restaurants,0,0
ULAw5sRA8S2H4gK5paywVA,11,5,27,70,11,0.407407,0.407407,2.59259,0.185185,Sport Center of Las Vegas,Southeast,121 E Sunset Rd,89119,2.5,27,Event Planning & Services;Gyms;Fitness & Instruction;Go Karts;Active Life;Venues & Event Spaces,0,0
l1GJnB9TJgGgEeI4at1M0A,0,2,191,920,0,0,0,4.81675,0.0104712,El Frescos Cocina Mexicana,Southeast,5030 Paradise Rd,89119,5,192,Caterers;Mexican;Restaurants;Food;Event Planning & Services,0,0
PCZTS0oVFL5FC5MCjI5U4A,0,1,20,95,0,0,0,4.75,0.05,Barber Willy Classic Barber Shop,Chinatown,3650 S Jones Blvd,89103,5,20,Beauty & Spas;Barbers,0,0
yH7zk4oCu1JsFzxLoH-mGQ,0,8,37,128,0,0,0,3.45946,0.216216,Tory Burch,Downtown,875 S Grand Central Pkwy,89106,3.5,37,Outlet Stores;Shopping,0,0
4eowvUTUgOs6X8wJeYsDmA,0,1,17,48,0,0,0,2.82353,0.0588235,King Putt Miniature Golf,Southeast,9230 S Eastern Ave,89123,3,17,Golf;Active Life;Amusement Parks,0,0
kpZjgADHSklBk3JqcO4b4Q,2,10,77,309,2,0.025974,0.025974,4.01299,0.12987,Second Street Grill,Downtown,200 Fremont St,89101,4,77,Restaurants;Steakhouses;American (Traditional);American (New),0,0
mRgTkfoI3L-89a0oNMGAOA,11,11,35,91,14,0.314286,0.4,2.6,0.314286,"Kelly's Prime Steak & Seafood",Eastside,3900 S Paradise Rd,89169,2.5,35,Steakhouses;Music Venues;Nightlife;Arts & Entertainment;Seafood;Restaurants,0,0
qG_WEgPa8MBo1dPUOkTMlw,36,12,337,1452,39,0.106825,0.115727,4.30861,0.0356083,In-N-Out Burger,Spring Valley,9610 W Tropicana Ave,89147,4.5,337,Restaurants;Fast Food;Burgers,0,0
nVHrMUiXqt3bMAia27gRhA,2,1,36,166,2,0.0555556,0.0555556,4.61111,0.0277778,La Cabana,Westside,2800 W Sahara Ave,89102,4.5,36,Restaurants;Mexican,0,0
yW0iwkmO-q9fmAtefA7EEg,0,0,28,138,0,0,0,4.92857,0,Salon Indigo,Northwest,3250 N Tenaya Way,89129,5,28,Beauty & Spas;Hair Extensions;Hair Salons,0,0
YrHVGQ8_Dcs5xCe78CvGmA,5,5,16,44,5,0.3125,0.3125,2.75,0.3125,"McDonald's",Spring Valley,7200 Arroyo Crossing Pkwy,89113,3,16,Fast Food;Burgers;Restaurants,0,0
wPqt3SVl0h3_P3-wW__gYg,1,1,34,158,1,0.0294118,0.0294118,4.64706,0.0294118,"Trillo's Street Tacos",Northwest,4371 N Rancho Dr,89130,4.5,34,Mexican;Restaurants,0,0
tJ9-u9MfpVbX4X2miIJ71w,7,9,145,587,8,0.0482759,0.0551724,4.04828,0.062069,Hokkaido Teppanyaki Steak House,South Summerlin,3555 S Town Center Dr,89135,4,145,Sushi Bars;Restaurants;Japanese;Teppanyaki;Steakhouses;Seafood,0,0
VP10-f6y0I94fUh1xY2Ruw,16,49,104,235,19,0.153846,0.182692,2.25962,0.471154,Tropical Smoothie Cafe,Summerlin,10260 W Charleston Blvd,89135,2.5,104,Juice Bars & Smoothies;Restaurants;Food,0,0
t_xXPh62lfkPc_wgF-Iasg,0,3,43,197,0,0,0,4.5814,0.0697674,Cake Designs,Westside,6985 W Sahara,89117,4.5,43,Bakeries;Food;Custom Cakes,0,0
ecBpMmQGGlUWtvPNkoYBIA,15,40,115,351,25,0.130435,0.217391,3.05217,0.347826,JetBlue,Southeast,5757 Wayne Newton Blvd,89111,3,115,Transportation;Airlines;Hotels & Travel,0,0
r3kFRJuy7CTxamZycndqGw,14,41,169,540,18,0.0828402,0.106509,3.19527,0.242604,"Dunkin' Donuts",Southeast,7430 S Las Vegas Blvd,89123,3,170,Coffee & Tea;Food;Donuts,0,0
_8mBVtt6yhkS0YtT1FGBNg,5,11,73,272,9,0.0684932,0.123288,3.72603,0.150685,Nekter Juice Bar,Summerlin,1990 Village Center Cir,89134,3.5,73,Vegan;Acai Bowls;Juice Bars & Smoothies;Food;Restaurants;Gluten-Free,0,0
anQSLdujUOp0sTCmIBi2Tg,12,25,347,1440,14,0.0345821,0.0403458,4.14986,0.0720461,"Piero's Italian Cuisine",Eastside,355 Convention Center Dr,89109,4,348,Seafood;Restaurants;Italian,0,0
MOATc61QdKLNygLOfV-HSQ,19,13,73,236,27,0.260274,0.369863,3.23288,0.178082,U-Swirl Frozen Yogurt,Westside,9795 W Charleston Blvd,89117,3,73,Food;Ice Cream & Frozen Yogurt,0,0
2cbplB8gYeKjkJb5zQNJiw,0,18,71,267,0,0,0,3.76056,0.253521,LV Audio Tint Rims & Customs,Northwest,3231 N Decatur Blvd,89130,4,71,Automotive;Auto Customization;Car Stereo Installation;Auto Glass Services;Motorcycle Repair,0,0
4ZbRwCB9oGibxK21MUZKHA,8,14,53,154,8,0.150943,0.150943,2.90566,0.264151,"Smith's",Southeast,9750 S Maryland Pkwy,89183,3,54,Drugstores;Grocery;Food;Shopping,0,0
sk0SxZPUOgfFNl8rz2Ofww,2,2,42,168,2,0.047619,0.047619,4,0.047619,"Smith's",Southeast,8180 S Las Vegas Blvd,89123,4,42,Shopping;Grocery;Drugstores;Food,0,0
ei0UFGK5zUyba7gti-zWXw,0,8,33,109,0,0,0,3.30303,0.242424,Academy of Hair Design Salon,Westside,5191 W Charleston Blvd,89146,3.5,33,Education;Specialty Schools;Hair Salons;Beauty & Spas;Nail Salons;Skin Care;Cosmetology Schools,0,0
3XsOOHcDC-XP8LPbpbKwNg,1,20,87,310,1,0.0114943,0.0114943,3.56322,0.229885,Einstein Bros Bagels,Eastside,360 E Tropicana Ave,89169,3.5,87,Food;Bagels,0,0
GJBLjDkfJ4tvkpAjDeCikA,35,53,105,220,58,0.333333,0.552381,2.09524,0.504762,Einstein Bros,The Lakes,9031 W Sahara Ave,89117,2,105,Food;Bagels,0,0
5s_f9DAynHW9rSwfOXfUWA,13,12,37,107,15,0.351351,0.405405,2.89189,0.324324,Holiday Inn Express Las Vegas-Nellis,,4035 N Nellis Blvd,89115,3,37,Hotels;Event Planning & Services;Venues & Event Spaces;Hotels & Travel,0,0
Fv4EXwV30rwGD2NzN1ekgA,7,7,245,1084,9,0.0285714,0.0367347,4.42449,0.0285714,Gorilla Sushi,Eastside,1801 E Tropicana Ave,89119,4.5,245,Asian Fusion;Restaurants;Japanese;Sushi Bars,1,1
93EdKPCH1aFAOBntYy7N6g,4,1,30,131,4,0.133333,0.133333,4.36667,0.0333333,"Noreen's Cocktail Lounge",Southeast,2799 E Tropicana Ave,89121,4.5,30,Bars;Lounges;Nightlife,0,0
N1yMNZCAuanbdJran9QZHw,0,4,69,289,0,0,0,4.18841,0.057971,QQ Tea Plus,Chinatown,5150 Spring Mountain Rd,89146,4,69,Juice Bars & Smoothies;Food;Coffee & Tea;Bubble Tea,0,0
DYAorbxOyubUB_wtQRCdug,54,72,730,2835,68,0.0739726,0.0931507,3.88356,0.0986301,MadHouse Coffee,Westside,8470 W Desert Inn Rd,89117,4,727,Food;Sandwiches;American (New);Coffee & Tea;Restaurants;Bakeries,0,0
Aq-u5SD2zgLBhAjxmxakag,0,0,12,49,0,0,0,4.08333,0,Sports Book,South Summerlin,11011 W Charleston Blvd,89135,4,12,Casinos;Arts & Entertainment,0,0
T5kG7e63YFDrNxEfNKBV_Q,39,12,209,690,54,0.186603,0.258373,3.30144,0.0574163,Las Vegas Convention Center,Eastside,3150 Paradise Rd,89109,3.5,209,Travel Services;Venues & Event Spaces;Event Planning & Services;Hotels & Travel,0,0
dN7QHtYsN8n77z-r9zjzsA,0,12,33,108,0,0,0,3.27273,0.363636,Ritzy Rags Designer Resale Boutique,Westside,2550 S Rainbow Blvd,89146,3.5,33,"Women's Clothing;Shoe Stores;Shopping;Used;Vintage & Consignment;Fashion;Accessories",0,0
b7Y4dIggAacPum1tF3NpKg,36,47,206,707,72,0.174757,0.349515,3.43204,0.228155,"Rosati's",Centennial,8001 N Durango Dr,89143,3.5,206,Pizza;Restaurants,1,6
pZnHE9LS8OBWenUrGOLgDA,0,16,103,421,0,0,0,4.08738,0.15534,Eden Nails & Spa,Eastside,3900 Paradise Rd,89169,4,103,Nail Technicians;Beauty & Spas;Hair Removal;Nail Salons;Skin Care;Day Spas;Waxing,0,0
S1N5-ZXwR4fUIPs6dLnBYQ,32,39,318,1068,49,0.100629,0.154088,3.35849,0.122642,Hue Thai,Chinatown,5115 Spring Mountain Rd,89146,3.5,318,Restaurants;Vietnamese;Chinese;Thai,0,0
d3zW_b-JWlxMneNn7K9xew,33,57,257,814,56,0.128405,0.217899,3.16732,0.22179,Streets of New York,Centennial,7570 Norman Rockwell Ln,89131,3,258,Pizza;Sandwiches;Italian;Restaurants,0,0
8KEB1lcjKlIVSd6uA8JB9w,19,53,146,383,24,0.130137,0.164384,2.62329,0.363014,Cafe Rio,Spring Valley,7040 S Durango Dr,89113,2.5,146,Cafes;Restaurants;Mexican,0,0
jXyy2Vc-Dgp7QguQJSfnXw,18,24,222,878,27,0.0810811,0.121622,3.95495,0.108108,Lazeez,Westside,8560 W Desert Inn Rd,89117,4,223,Mediterranean;Restaurants;Indian;Halal,1,4
9GRbDT8WCtfImKHMn823-A,0,2,25,105,0,0,0,4.2,0.08,Z Chicken,Southeast,8846 S Eastern Ave,89123,4,25,Restaurants;Food;American (Traditional);Specialty Food,0,0
DUeqWfBI90UBR6xSYQO3uw,5,15,67,208,5,0.0746269,0.0746269,3.10448,0.223881,Bar Kada Avenue,Westside,2605 S Decatur Blvd,89102,3,67,Food;Nightlife;Karaoke;Restaurants;Asian Fusion;Filipino;Beer;Wine & Spirits;Specialty Food;Ethnic Food;Bars;Street Vendors,0,0
brAUHv7Kmxx5nclssCPldA,15,12,75,288,19,0.2,0.253333,3.84,0.16,Niu-Gu Restaurant,Chinatown,3400 S Jones Blvd,89146,4,75,Chinese;Restaurants;Asian Fusion;Chicken Wings,0,0
3wQy58Fdg_xrgul2FOw0_A,17,7,131,520,17,0.129771,0.129771,3.96947,0.0534351,The Mentalist,The Strip,3663 Las Vegas Blvd,89109,4,131,Performing Arts;Arts & Entertainment,0,0
hQRJWo5-yuwEyKPSZlwR7Q,17,8,96,384,20,0.177083,0.208333,4,0.0833333,50 Shades! The Smash Hit Parody,The Strip,3645 S Las Vegas Blvd,89109,4,96,Performing Arts;Arts & Entertainment,0,0
pvE9rWGevBjmzSLQ70P9Dw,77,21,184,752,96,0.418478,0.521739,4.08696,0.11413,Happy Feet Spa,,4970 Arville St,89118,4,184,Massage;Beauty & Spas,0,0
MLlWRHzNnQ4XKzELqgLeqA,0,1,3,10,0,0,0,3.33333,0.333333,Bonanza Discount Center,,574 N Eastern Ave,89101,3.5,3,Shopping;Department Stores;Discount Store;Fashion;Shopping Centers,0,0
NW2flon_30tSRIDGxdjnnA,0,0,30,139,0,0,0,4.63333,0,David Goldrake,The Strip,3801 S Las Vegas Blvd,89109,4.5,30,Arts & Entertainment;Event Planning & Services;Ticket Sales;Performing Arts;Magicians,0,0
YSHLvvIOg5w7ON396yNmVA,1,2,52,231,1,0.0192308,0.0192308,4.44231,0.0384615,Carnitas y Tortas Ahogadas Guadalajara,,640 N Eastern Ave,89101,4.5,53,Restaurants;Mexican;Breakfast & Brunch;Sandwiches,0,0
Wxujfvh6t4xHkLHaqLgJoA,9,4,47,200,13,0.191489,0.276596,4.25532,0.0851064,Align Chiropractic,Spring Valley,8680 W Warm Springs Rd,89148,4.5,47,Massage;Chiropractors;Health & Medical;Beauty & Spas,0,0
_-DzOH5j-PbRrMf_Nm6w-Q,0,0,43,205,0,0,0,4.76744,0,"Royce'",The Strip,3377 S Las Vegas Blvd,89109,5,43,Chocolatiers & Shops;Specialty Food;Desserts;Food,0,0
-AD5PiuJHgdUcAK-Vxao2A,50,12,274,1007,63,0.182482,0.229927,3.67518,0.0437956,Smashburger,University,4725 S Maryland Pkwy,89119,3.5,274,Restaurants;Burgers,0,0
ufWzp8bwkNRwgLUE07QYdA,14,7,60,203,54,0.233333,0.9,3.38333,0.116667,"Mariana's Supermarket",Eastside,4151 S Eastern Ave,89119,3.5,60,Grocery;Food,0,0
oDcTa97TuRsNVg8urdw6qA,5,30,49,94,5,0.102041,0.102041,1.91837,0.612245,"Papa John's Pizza",Spring Valley,4790 S Fort Apache Rd,89147,2,49,Pizza;Restaurants,0,0
qjLlFfu2pnJ9lVYlj-4QVg,48,29,203,664,79,0.236453,0.389163,3.27094,0.142857,The Maple Tree,Chinatown,6000 Spring Mountain Rd,89146,3.5,202,Gluten-Free;American (Traditional);Restaurants;Breakfast & Brunch,0,0
gw_yg7329SgpEvX5sOpwGw,3,6,54,223,3,0.0555556,0.0555556,4.12963,0.111111,"Ron's Market Eastern European Meat & Deli",Spring Valley,6085 S Fort Apache Rd,89148,4,54,Delis;Middle Eastern;Meat Shops;Restaurants;Food;Specialty Food;Beer;Wine & Spirits;Mediterranean;Grocery,0,0
B9dxWJG-8Sp2hbGl8QjUOw,0,12,123,555,0,0,0,4.5122,0.097561,Tha Line Up Barbershop and Salon,Southeast,5645 S Eastern Ave,89119,4.5,123,"Beauty & Spas;Hair Salons;Barbers;Men's Hair Salons",0,0
yfxaUwrsJx9OQuoZZ2u_2w,39,15,54,160,47,0.722222,0.87037,2.96296,0.277778,"Gold's Gym",,7501 W Lake Mead Blvd,89128,3,54,Active Life;Gyms;Fitness & Instruction,0,0
UDE4VL0k8Zrko7RkJ4agGQ,31,19,97,323,42,0.319588,0.43299,3.3299,0.195876,Little Dumpling,Centennial,6430 Sky Pointe Dr,89131,3.5,97,Thai;Restaurants;Chinese;Seafood,0,0
iACo0RlJN6PGJez9oaK-tA,7,32,99,287,7,0.0707071,0.0707071,2.89899,0.323232,Timbers - Durango,Centennial,7045 N Durango Dr,89149,3,99,American (Traditional);Bars;Breakfast & Brunch;Restaurants;Nightlife,0,0
rVgbF-_nZSeiCQQcCH810A,0,25,42,84,0,0,0,2,0.595238,Bank of America,Southwest,7280 S Rainbow Blvd,89118,2,42,Financial Services;Home Services;Banks & Credit Unions;Real Estate;Mortgage Brokers,0,0
v31AuKX-pXEu066DNva34w,0,4,4,4,0,0,0,1,1,Rodriguez Landscaping,Downtown,840 S Rancho Dr,89106,1,4,Landscaping;Home Services,0,0
sHsjBV5_kuuC2aU2PuSlUg,1,4,188,827,1,0.00531915,0.00531915,4.39894,0.0212766,Jaburritos,,2600 W Sahara Ave,89102,4.5,188,Mexican;Restaurants;Sushi Bars;Japanese;Asian Fusion,0,0
dGuVYsA5DMCm_TjSbX6x7g,31,30,399,1648,39,0.0776942,0.0977444,4.13033,0.075188,Windy City Beefs N Pizza,Southeast,9711 S Eastern Ave,89183,4,400,Restaurants;Pizza;Hot Dogs,0,0
gQXeLTrzLcsMOr0YjqbJ7Q,6,16,35,87,11,0.171429,0.314286,2.48571,0.457143,Albertsons,Eastside,5500 Boulder Hwy,89122,2.5,35,Convenience Stores;Drugstores;Grocery;Food;Shopping,0,0
MgSd4P3ATkiywbbraFygHg,40,19,198,791,44,0.20202,0.222222,3.99495,0.0959596,"Plantone's Italian Market",Spring Valley,8680 W Warm Springs Rd,89148,4,197,Delis;Pizza;Italian;Restaurants;Sandwiches,1,1
C4XsC2ZBtsl1EgjdVue3yA,26,10,114,387,35,0.22807,0.307018,3.39474,0.0877193,Pinoy Pinay Filipino Restaurant,Downtown,1217 E Sahara Ave,89104,3.5,114,Filipino;Asian Fusion;Restaurants,0,0
xaJS4YP0lISl2V5z2qA3GQ,31,28,260,1006,31,0.119231,0.119231,3.86923,0.107692,Costco,Summerlin,801 S Pavilion Center Dr,89144,4,260,Shopping;Wholesale Stores;Department Stores;Fashion;Automotive;Gas Stations,0,0
r6jbUGiyoN05mZ13apQGgw,19,31,182,643,19,0.104396,0.104396,3.53297,0.17033,"Mama Depalma's Pizza & Bistro",Southeast,9845 S Maryland Pkwy,89123,3.5,182,Pizza;Restaurants;Italian,0,0
tEaW0zgsYihSTjysrpXaWg,10,13,414,1802,14,0.0241546,0.0338164,4.35266,0.031401,"Nielsen's Frozen Custard",Southeast,9480 S Eastern Ave,89123,4.5,413,Food;Ice Cream & Frozen Yogurt,0,0
g03C39iu9Lu6xYvTFy5H0Q,17,9,37,120,18,0.459459,0.486486,3.24324,0.243243,Hawaiian Airlines,Southeast,5757 Wayne Newton Blvd,89119,3,37,Airlines;Transportation;Hotels & Travel,0,0
R58HsUcvibcbBKXaU2V6gA,0,4,5,7,0,0,0,1.4,0.8,Spirit Expeditions,Downtown,450 Fremont St,89101,1.5,5,Hotels & Travel;Tours;Arts & Entertainment,0,0
b1Dfmn7cmXU3GnlpNHnH7A,0,2,4,8,0,0,0,2,0.5,Philly Steak and Pizza Express,Southeast,9400 S Eastern Ave,89123,2,4,Restaurants;Pizza;Steakhouses,0,0
B0Vm2tge4I2JJlZhD4sl0Q,30,22,182,688,30,0.164835,0.164835,3.78022,0.120879,35 Steaks + Martinis,Eastside,4455 Paradise Rd,89169,4,182,Steakhouses;Restaurants,0,0
il0h5UFgcLiqEw8C6OOmtQ,1,3,122,556,1,0.00819672,0.00819672,4.55738,0.0245902,"Homie's Cinnamon Rolls and Comfort Cafe",Southeast,3035 E Tropicana Ave,89121,4.5,122,Bakeries;Food;Restaurants;Breakfast & Brunch,0,0
V_-TRlgkgqpK8QzcC9uYlg,0,0,29,125,0,0,0,4.31034,0,Fresh & Easy,Northwest,5639 Centennial Center Blvd,89149,4.5,29,Bakeries;Convenience Stores;Food;Grocery,0,0
f2ZWZPENViL92BrFsIgR6w,0,5,70,304,0,0,0,4.34286,0.0714286,Amazing Cuts,Centennial,6955 N Durango Dr,89149,4.5,70,Beauty & Spas;Hair Salons,0,0
OY-QPfMdLueBtJgne_9KzQ,3,19,25,39,5,0.12,0.2,1.56,0.76,KFC,Northwest,8590 W Cheyenne Ave,89129,1.5,24,Fast Food;Restaurants;Chicken Wings,0,0
tk7__jHNlFMsfShjv5CJNQ,11,3,30,122,15,0.366667,0.5,4.06667,0.1,Prince Restaurant,,6795 W Flamingo Rd,89103,4,30,Food;Specialty Food;Imported Food;Ukrainian;Ethnic Food;Mediterranean;Restaurants;Burgers;Modern European,0,0
_iUq8i7GmSXDOsuM0UiQCg,2,23,66,169,2,0.030303,0.030303,2.56061,0.348485,Starbucks,The Strip,3475 Las Vegas Blvd,89109,2.5,66,Coffee & Tea;Food,0,0
qE7fsNN6JR4QirojnMJVCQ,75,4,130,580,75,0.576923,0.576923,4.46154,0.0307692,Life is Beautiful Festival,Downtown,425 Fremont St,89101,4.5,130,Festivals;Arts & Entertainment;Local Flavor;Nightlife;Music Venues,0,0
ohmAuxcbQORcRPeDmKE62w,0,1,14,65,0,0,0,4.64286,0.0714286,Sacred TaTau,Southeast,6883 S Eastern Ave,89119,4.5,14,Arts & Entertainment;Beauty & Spas;Shopping;Tattoo;Art Galleries,0,0
PSRZaGGxXmOmabL2si8pKw,17,31,220,798,27,0.0772727,0.122727,3.62727,0.140909,"Carrabba's Italian Grill",Westside,8771 W Charleston Blvd,89117,3.5,220,Seafood;Restaurants;Italian,1,2
rZDi46tdwQoSAmxU50xiQQ,74,70,242,652,107,0.305785,0.442149,2.69421,0.289256,Santa Fe Station Hotel & Casino,Northwest,4949 N Rancho Dr,89130,2.5,241,Event Planning & Services;Casinos;Arts & Entertainment;Hotels & Travel;Hotels,0,0
PBYDlb88SAWHiQgqJJ67hQ,0,0,27,110,0,0,0,4.07407,0,Rattlecan,The Strip,3355 S Las Vegas Blvd,89109,4,27,Burgers;Restaurants,0,0
K7o9ZercitOI3BzqkBwGCA,4,1,52,245,4,0.0769231,0.0769231,4.71154,0.0192308,Showboy BakeShop,South Summerlin,3370 S Hualapai Way,89117,4.5,52,Food;Custom Cakes;Cupcakes;Bakeries,0,0
rIeXMt92PLNjZbemWKRXcA,43,26,177,693,53,0.242938,0.299435,3.91525,0.146893,Mr. ChopStix,Spring Valley,6135 S Fort Apache Rd,89148,4,177,Chinese;Restaurants,0,0
Zmfq3DVhHdtVChhSxzoUHw,23,35,431,1701,26,0.0533643,0.0603248,3.94664,0.0812065,Panna Thai Restaurant,Spring Valley,6015 S Fort Apache Rd,89148,4,431,Thai;Restaurants,1,7
5eDg_Y2N6aU_k7tIxoFXTg,0,2,27,120,0,0,0,4.44444,0.0740741,Armaan Taste of India,Southeast,9890 S Maryland Pkwy,89183,4.5,27,Pakistani;Restaurants;Indian,0,0
Po0QGzgwFrfnGJEi_akCjA,40,67,299,963,47,0.133779,0.157191,3.22074,0.22408,KG BBQ,Chinatown,4355 Spring Mountain Rd,89102,3,299,Korean;Restaurants;Asian Fusion;Barbeque,0,0
KvFjvYiagu-9YmcJbLd3Ew,4,35,106,300,6,0.0377358,0.0566038,2.83019,0.330189,Starbucks,Spring Valley,6105 S Fort Apache Rd,89148,3,106,Coffee & Tea;Food,0,0
35fWtS1LZkaZ-ooKupJ1XA,11,38,157,504,17,0.0700637,0.10828,3.21019,0.242038,Buffalo Wild Wings,The Strip,3663 Las Vegas Blvd,89109,3,157,American (Traditional);Chicken Wings;Sports Bars;Restaurants;Bars;Nightlife,0,0
rVi34tu0bITsoxMMT9QhUw,16,27,68,171,26,0.235294,0.382353,2.51471,0.397059,Smoothie King,Centennial,6530 N Buffalo Dr,89131,2.5,68,Juice Bars & Smoothies;Health Markets;Specialty Food;Food,1,3
o7SFqdGSl7kTYVneIsDLDA,0,4,19,71,0,0,0,3.73684,0.210526,"Magoo's-Cheyenne",Northwest,7360 W Cheyenne Ave,89129,3.5,19,Sports Bars;Nightlife;Bars,0,0
izPJPFQpsZTU7_Bm1UJpBQ,0,0,10,50,0,0,0,5,0,Level 9 Studios,,3871 S Valley View,89103,5,10,Video/Film Production;Professional Services;Marketing;Recording & Rehearsal Studios;Music Production Services;Local Services,0,0
N0l-6kdgRXEskiGw3ab05A,14,11,65,208,24,0.215385,0.369231,3.2,0.169231,Johnny Rockets,Southwest,3333 Blue Diamond Rd,89139,3,65,American (Traditional);Burgers;Sandwiches;Fast Food;Restaurants,1,3
jgtEoeE2uoA27J_UvbE20g,5,3,110,446,6,0.0454545,0.0545455,4.05455,0.0272727,"Uncle Joe's Pizza",Downtown,505 Fremont St,89101,4,110,Restaurants;Pizza,1,4
YTfXZ9tbTBJkWsDI7cMDWQ,4,4,82,346,4,0.0487805,0.0487805,4.21951,0.0487805,"Liang's Kitchen",,5570 W Flamingo Rd,89103,4,82,Restaurants;Chinese;Taiwanese,1,1
kQabQnNavQ7FgfyuXf8Niw,6,5,28,104,6,0.214286,0.214286,3.71429,0.178571,"Papa Murphy's",Southwest,8595 S Decatur Blvd,89139,3.5,28,Restaurants;Pizza;Gluten-Free;Salad,0,0
0CB7YB1qRSWLQvMbHw3Fmw,21,15,329,1341,21,0.0638298,0.0638298,4.07599,0.0455927,Easy Life Boba Tea,Westside,8560 W Desert Inn Rd,89117,4,329,Bubble Tea;Desserts;Food;Juice Bars & Smoothies;Taiwanese;Coffee & Tea;Restaurants,0,0
VYOtofDcgJIV5-vPUd4sZA,18,14,42,116,44,0.428571,1.04762,2.7619,0.333333,Cicis,Sunrise,309 N Nellis Blvd,89110,3,42,American (Traditional);Restaurants;Pizza,0,0
LFUWfoQs06Pj_GKXkrhC6g,4,1,69,276,4,0.057971,0.057971,4,0.0144928,The Aquarium at the Silverton Hotel,Southwest,3333 Blue Diamond Rd,89139,4,69,Aquariums;Active Life,0,0
MGCTs8GBtkTUFaCAkdDtKw,0,4,18,66,0,0,0,3.66667,0.222222,Inn Zone Rainbow,Westside,238 S Rainbow Blvd,89145,3.5,18,Sports Bars;Bars;Nightlife,0,0
Z1j2qYap6FEZrnPYrV_ehA,0,7,30,114,0,0,0,3.8,0.233333,"Ferguson Bath, Kitchen & Lighting Gallery",Spring Valley,4175 S Grand Canyon Dr,89147,4,30,Home & Garden;Home Services;Kitchen & Bath;Home Decor;Shopping;Lighting Fixtures & Equipment;Appliances,0,0
dPbvWt-6YVxtGkeh7f9JpQ,10,12,123,469,16,0.0813008,0.130081,3.81301,0.097561,Firehouse Subs,Southeast,9555 S Eastern Ave,89123,4,123,Restaurants;Fast Food;Sandwiches;Delis,0,0
uKPGUc5D0Ir2KuOkgzrgyg,10,7,97,387,10,0.103093,0.103093,3.98969,0.0721649,Bunkhouse Saloon,Downtown,124 S 11th St,89101,4,97,Music Venues;Bars;Nightlife;Arts & Entertainment;Dive Bars,0,0
fB4cb6uvz-QngtYP0fbfAw,17,9,130,506,17,0.130769,0.130769,3.89231,0.0692308,Tokyo Japanese Restaurant,Downtown,953 E Sahara Ave,89104,4,130,Sushi Bars;Japanese;Restaurants,0,0
NDs6xlZesy9xZFt2Lio6XQ,12,47,93,180,17,0.129032,0.182796,1.93548,0.505376,Tropical Smoothie Cafe,Westside,9440 W Sahara,89117,2,93,Juice Bars & Smoothies;Salad;Sandwiches;Cafes;Wraps;Food;Restaurants,0,0
nJcyfIRGbI31EGLzillWYg,50,89,303,887,83,0.165017,0.273927,2.92739,0.293729,"Vince Neil's Tatuado EAT DRINK PARTY",The Strip,2880 S Las Vegas Blvd,89109,3,303,Nightlife;Beer;Wine & Spirits;Breakfast & Brunch;Sports Bars;Bars;Restaurants;American (Traditional);American (New);Food,0,0
